INDEX,도메인,카테고리,상품명,상품평,데이터구분
27029,가전,주방가전,김** ○○ R** (2022년형),"3식구 사용하기 딱 좋아요.  냉장이 잘되서  신선하게 식품 보관하기도 너무 좋습니다. 배송은 주문하고 이틀뒤에 왔고, 기사님  안전하게 설치해 주시고 가셨어요
소음이 있다고해서 걱정했는데 전혀 느껴지지 않아요.",쇼핑몰
27030,가전,주방가전,김** ○○ R** (2022년형),김치통 크기가 다양하게 있어서 너무 좋아요! 김치 냉장고 사이즈도 적당해서 자리 차지 안 해서 좋네요!,쇼핑몰
27031,가전,주방가전,김** ○○ R** (2022년형),"가격도 할인쿠폰 덕에  저렴하게  잘 사서 좋습니다. 소비전력도 1등급 이라서 전기세 걱정 없어 너무 좋아요 
",쇼핑몰
27032,가전,주방가전,김** ○○ R** (2022년형),통이 6개 구성이라 좋고요~ 사이즈는 작아 보이지만  용량도 깊고 커서 좋네요!,쇼핑몰
27033,가전,주방가전,김** ○○ R** (2022년형),"배송해 주신 기사님이 친절해서 좋았습니다. 하지만 냉동 기능이 없어 그건 좀 아쉽네요
에너지효율 1등급이라 만족해요.",쇼핑몰
27036,가전,주방가전,김**OO  R** (2022년형) 일반구매,"기사님이 애프터 서비스까지 전화해주셔서 너무 좋고요! 용량도 아주 넉넉한게 김치가 많이 들어가요~
세일 쿠폰을 이용 할인된 가격에 구매 했습니다",쇼핑몰
27038,가전,주방가전,김**OO  R** (2022년형) 일반구매,주문하고 3일만에 배송 받았어요.  김치 아삭하게 보관하기에 넘 좋은 제품이고 설치 기사님들은  매너 좋고 친절하셨어요...적극 추천합니다~작동후에 소음이 없어서 안심이네요,쇼핑몰
27039,가전,주방가전,김**OO  R** (2022년형) 일반구매,"부모님 선물로 드렸는데 배송도 빠르고 친절하게 배송해 주셔서 좋아 하셨어요. 근데 소음이 약간 있다고 해서 쓰시는데 불편 할까봐 걱정입니다. 색상도 무난해서 마음에 들어요
",쇼핑몰
27040,가전,주방가전,김**OO  R** (2022년형) 일반구매,배송이 너무 빨라서 놀랐어요! 소음도 거의 없어서 집안이 조용하네요~ 저렴하게 잘 사서 기분이 너무 좋아요~,쇼핑몰
27041,가전,주방가전,김**OO  R**(2022년형),부모님께 선물하기에 색상이 깔끔해서 좋아요~ 설치 기사님들도 어찌나 친절하신지 기분까지 좋아지네요. 사이즈가 커서 김치랑 반찬까지 보관 가능하니까 굿입니다~!,쇼핑몰
27042,가전,주방가전,김**OO  R**(2022년형),쿠폰적용하고  세일해서 저렴한  가격으로 잘 샀습니다.  사은품으로 주신 김치통 크기도 골고루라  사용하기 좋아요,쇼핑몰
27043,가전,주방가전,김**OO  R**(2022년형),힘 없으신 부모님이 쓰시기에 김치 냉장고 깊이가 너무 깊어서 꺼내기 힘들어하세요. 김치통도 은근 무거워서 들기힘드네요~,쇼핑몰
27044,가전,주방가전,김**OO  R**(2022년형),제품 성능이 좋아 만족하는 상품입니다. 배송은 늦었지만 기사님은 친절해서 좋았습니다. 가격은 비싼것 같은데 품질에 만족 합니다.,쇼핑몰
27045,가전,주방가전,김**OO  R**(2022년형),"냉동 잘되서 김치 보관도 좋고 야채,과일 보관도  좋아요. 쿠폰 적용해서 저렴하게 구매했어요^^배송은 주문하고 3일만에 왔습니다!!",쇼핑몰
27046,가전,주방가전,김**OO  R**(2022년형),배송도 빠르고 설치도 신속하게 해주셔서 좋습니다! 사이즈도 큼지막한것이 김치를 많이 보관해서 좋아요 맛있는 김치를 먹을수 있어서 행복해요,쇼핑몰
27047,가전,주방가전,김**OO  R**(2022년형),배송이 로켓이에요 빨라서 좋네요~ 용량도 커서 김치를 넉넉하게 보관할 수 있어서 최고네요! 사이즈가 작아서 공간활용하기에도 좋네요,쇼핑몰
27048,가전,주방가전,김**OO  R**(2022년형),냉장고 사이즈가 커서 강추에요~ 배송 기사님 너무 친절하셔서 설치 받는 내내 좋았어요^^ 김치통이 들어가는 내부 용량도 충분히 커서 좋아요,쇼핑몰
27049,가전,주방가전,김**OO  R**(2022년형),빠르게 배송해 주셔서 엄마가 좋아 하셔서 만족 합니다. 색상도 고급스러워서 좋고 소음도 별로 나지 않아 좋은것 같아요 ^^,쇼핑몰
27050,가전,주방가전,김**OO  R**(2022년형),배송이 2틀만에 오네요! 빨라서 행복~ 기사님들 대박 친절~ 메탈색상이라 주방에 잘 어울리고 좋네요~ 가격 저렴해서 엄청 좋아요,쇼핑몰
27051,가전,주방가전,김**OO  R**(2022년형),"폐가전 수거 해주시고, 설치도 꼼꼼해서 만족스러워요. 화면이랑 색상이 좀 틀려서 아쉬워요~ 설치후 사용해보니 기능에 반했네요",쇼핑몰
27053,가전,주방가전,김**OO  R**(2022년형),5일 정도 걸렸지만 기사님 친절하시고 설명도 잘 해주셔서 만족합니다.가동시 소리도 조용해 좋고 냉동고 기능까지 있어 좋아요,쇼핑몰
27055,가전,주방가전,김**OO  R**(2022년형),디자인은 깔끔하고 좋아요~ 김치통은 2가지인데 사이즈가 틀려서 보관하기가 별로에요~,쇼핑몰
27058,가전,주방가전,김** OO R** (2022년형) 일반구매,메탈 색상이라 기스가 나도 잘 모를 거 같아서 좋아요. 소음도 조용하니~ 김치냉장고 없는 거 같아요 ㅎㅎ 엄마가 좋아하십니다,쇼핑몰
27059,가전,주방가전,김** OO R** (2022년형) 일반구매,용량이 크고 깊어서 김치를 많이 보관할 수 있어 좋네요. 기능적으로 냉기가 빵빵한데 또 소리는 조용해서 최고네요,쇼핑몰
27060,가전,주방가전,김** OO R** (2022년형) 일반구매,디자인 깔끔해서 마음에 듭니다. 사이즈도 적당한 것 같아 만족하고 빠르게 배송해 주시고 설치까지 해주셔서 너무 만족 합니다.,쇼핑몰
27061,가전,주방가전,김** OO R** (2022년형) 일반구매,연락도 없이 배송이 늦어 속 타는 줄 알았습니다.색상도 촌스러워 실망 입니다 지나치게 커서 자리만들어서 설치하는데 힘들었어요,쇼핑몰
27062,가전,주방가전,김** OO R** (2022년형) 일반구매,"배송 완전 빠르게 왔어요설치  기사님도 친절하셔서 감동받았어요 설치  기사님도 친절하셔서 감동받았어요.
통이 큰 김치통 8개나 들어있어서 김장김치 넉넉하게 보관하고 과일까지 보관 할수 있어 좋습니다^^
용량이 커서 김치통도 넉넉하게 들어가네요",쇼핑몰
27063,가전,주방가전,김** OO R** (2022년형) 일반구매,"빠른 배송에 제조사에서 직접 배송해 주니 좋습니다. 근데 제가 생각한 디자인보다는 더 투박해 보여서 실망스럽습니다
저렴하게 구매했어요",쇼핑몰
27065,가전,주방가전,김** OO R** (2022년형) 일반구매,배송도 빠르고 친절하게 설명까지 해 주셔서 좋았습니다. 소음도 없는 편이라서 좋고 용량도 커서 너무 좋네요. 디자인도 심플하니 최고예요,쇼핑몰
27066,가전,주방가전,김** OO R** (2022년형) 일반구매,"부모님댁에 사용하기 딱 맞춤 사이즈입니다~ 가성비 최고,   좋은 상품 구매해서 좋아하십니다",쇼핑몰
27067,가전,주방가전,김** OO R** (2022년형) 일반구매,"특가 행사로 저렴하게 구입해서 너무 좋았습니다. 소비전력도 1등급이라서 좋고요 설치 배송도 친절해 좋았습니다
",쇼핑몰
27068,가전,주방가전,김** OO R** (2022년형) 일반구매,"주문하고 이틀뒤  배송받았어요  기사님이 너무 친절 하세요
믿고쓰는 00 김치냉장고 잘 쓰겠습니다
설치후 작동하면서 소음을 걱정했는데 전혀 들리지 않아서 안심이네요",쇼핑몰
27069,가전,주방가전,김** OO R** (2022년형) 일반구매,"기사님  친절하고  사용하기 편하게 자세하게  설명해 주셨어요.  김치,야채 보관하기 너무 좋아요 상품 최고입니다~^^
제품의 외관도 너무 고급스러워 맘에드네요",쇼핑몰
27070,가전,주방가전,김** OO R** (2022년형) 일반구매,빠르게 배송해 주셔서 좋았습니다.디자인도 깔끔해서 좋고 색상도 고급져 좋습니다. 성능도 아주 우수해 좋습니다.,쇼핑몰
27071,가전,주방가전,김** OO R** (2022년형) 일반구매,"주문하고 2일만에 배송 왔어요. 기사님 두분이 설치 잘 해주시고  친절하게 설명해 주셨어요 감사합니다.
2022년 최신 제조 모델이라 더 마음이 흡족하네요
원하는 색상으로 주문해서 받았는데 만족해요.",쇼핑몰
27072,가전,주방가전,김** OO R** (2022년형) 일반구매,새 제품이라 냉매 잘되고 성능 굿입니다! 칼 배송와서 만족합니다. 가격도 저렴하게 구입했어요. 잘 쓰겠습니다,쇼핑몰
27073,가전,주방가전,김** OO R** (2022년형) 일반구매,사이즈가 생각보다 커서 김치 넣는 공간이 적당히 커요. 김치 이외에 것도 넣을 수 있고 너무 좋습니다.배송은 오래걸려서 많이 기다렸어요.,쇼핑몰
27075,가전,주방가전,김** OO R** (2022년형) 일반구매,어머님댁에  김치냉장고가 고장나서 급하게 주문해 드렸는데 . 김치통 많이 들어가고   크고 좋다고 하시네요. 쿠폰적용해서 저렴하게 잘 구매했어요.,쇼핑몰
27076,가전,주방가전,김** OO R** (2022년형) 일반구매,어머님  선물로  구매해드렸는데 너무 만족해하십니다   가성비 좋고 00김치냉장고 워낙 품질 좋은 제품이라 뭐 하나 빠지는게 없네요 최고입니다~^^,쇼핑몰
27077,가전,주방가전,김** OO R** (2022년형) 일반구매,어머니께서 뚜껑형 김치냉장고  필요하시다고해서  행사할때 저렴한 가격으로  사드렸어요..디자인 이뿌다고 좋아하세요..ㅎ,쇼핑몰
27078,가전,주방가전,김** OO R** (2022년형) 일반구매,"늦을 줄 알았는데 생각보다 빠르게 배송 되어 좋았습니다. 색상도 고급스러운 실버 색상 이라서 마음에 듭니다.
용량이 커서 정말 좋네요",쇼핑몰
27079,가전,주방가전,김** OO R** (2022년형) 일반구매,"저렴한 가격에 구매 해서 너무 좋습니다.  기사님 친절하고 깔끔한 설치 해 주셔서 만족 합니다 
소비전력이 1등급이라 완전 굿이에요
",쇼핑몰
27081,가전,주방가전,김** OO R** (2022년형) 일반구매,"배송도 엄청 빠르고 안전하게 잘 왔어요~ 상품 포장도 튼튼하게 잘 되어 왔고요~ 설치 기사님도 엄청 친절하십니다 더 이상 바랄게 없네요 ㅎㅎ
사이즈가 너무커서 기존의 자리에 들어가지않아 고생했어요.ㅠㅠ
더구나 너무 무거워서 옮기는데 허리 나가는줄 알았다니까요.",쇼핑몰
27082,가전,주방가전,김** OO R** (2022년형) 일반구매,색상이 기존에 있던 냉장고랑 거의 흡사해서 좋았고요! 제일 저렴하게 잘 산 거 같아서 너무 마음에 들어요~!,쇼핑몰
27083,가전,주방가전,김** OO R** (2022년형) 일반구매,"폭우가 내리는데 짜증 한번 안내신 기사님들 너무 고맙습니다~ 용량도 엄청 커서 김치가 많이 들어가서 너무 마음에 들어요~!
22년 최신형으로 보내주셔서 감사해요",쇼핑몰
27084,가전,주방가전,김** OO R** (2022년형) 일반구매,여러가지를 많이 보관할 수 있어서 최곱니다.. 냉기가 강력한데 전력 소모도 작아서 좋아요!,쇼핑몰
27085,가전,주방가전,김** OO R** (2022년형) 일반구매,"oo기사님들은 역시나 친절하셔서 설치 받는 내내 기분이 좋았습니다. 2022년 최신 제품이라 깔끔하고 좋아보이네요~
좌우칸 냉기도 잘되고 좋네요",쇼핑몰
27086,가전,주방가전,김** OO R** (2022년형) 일반구매,2022년 최신 기종이라 외관이 깔끔하네요~ 또 가격도 스텐드보다 저렴해서 구매했는데 좋네요!,쇼핑몰
27090,가전,주방가전,김**OO  R**(2022년형),디자인이 아주 깔끔하게 떨어져서 마음에 들어요. 스텐드라 허리를 구부리지 않고 편하게 김치통을 꺼낼 수 있어서 최고네요.,쇼핑몰
27091,가전,주방가전,김**OO  R**(2022년형),디자인이 너무 깔끔해서 주방에 아주 잘 어울려요~ 용량도 커서 김치가 많이 들어가서 너무 좋습니다. 기사님들 친절하고 설치도 잘해주셔서 최고였어요~,쇼핑몰
27092,가전,주방가전,김**OO  R**(2022년형),"냉장고가 칸 별로 잘 나뉘어져 있어서 과일, 김치 따로 보관하기 너무 좋고, 용량도 커서 많이 보관할 수 있어 좋아요!",쇼핑몰
27093,가전,주방가전,김**OO  R**(2022년형),색상이 블랙 메탈이라 세련되서 너무 예쁘네요. 다양한 식재료도 맞춤 보관해주니까 엄마가 너무 좋다하시네요!,쇼핑몰
27094,가전,주방가전,김**OO  R**(2022년형),"배송이 생각한 거보다 빨라서 좋았고, 설치도 잘 해주셨어요~ 냉장고가 커서 식재료가 많이 들어갈 거 같아 신납니다~^^
독특한 색상이 맘에들어요",쇼핑몰
27095,가전,주방가전,김**OO  R**(2022년형),모터가 2개가 아니라 하나네요. 온도설정을 따로 할 수가 없어서 불편합니다. 장점은 냉동도 되고 냉장도 되서 그냥 일반 냉장고로 사용할 수 있어서 좋아요~ 배송도 정확하고 신속하게 잘 왔습니다.,쇼핑몰
27096,가전,주방가전,김**OO  R**(2022년형),배송도 정확 신속하게 잘 왔어요 역시 oo제품이네요~ 소음도 별로 없어서 귀가 편안하네요^^,쇼핑몰
27097,가전,주방가전,김**OO  R**(2022년형),"배송도 원하는 날짜에 딱 맞춰서 해주시고 고맙습니다~ 용량도 커서 식재료 많이 넣을 수 있어 너무 좋습니다~ 대박나세요~
따로 김치통을 더 챙겨주셔서 감사해요",쇼핑몰
27098,가전,주방가전,김**OO  R**(2022년형),"배송 빠르고 안전하게 와서 좋았어요. 그리고 냉장고 설치 기사님이 오셨는데 친절하시고 설명 잘해주셔서 좋았어요,
쌀은 물론 와인도 보관이 가능하다니 너무 편하네요
파인실버 색상 제가 원하던 바로 그 고급스런색이에요",쇼핑몰
27099,가전,주방가전,김**OO  R**(2022년형),어머니댁으로 선물 보내드렸는데 설치 기사분도 너무 친절하고 설명도 잘해주셔서 좋았습니다. 그리고 냉장고 안 용기도 다양하고 많아서 사용하기 편하시다 하시네요^^ 작동후에 소음이 없어서 안심이네요,쇼핑몰
27101,가전,주방가전,김**OO  R**(2022년형),배송 생각보다 빨리 받아 좋았어요. 배송기사분이 친절하게 잘 배송해주셨네요^^ 받아서 사용해보니 제품 품질 너무 좋네요. 오래도록 잘 쓰겠습니다^^ 사용법이 간편해서 좋아요,쇼핑몰
27103,가전,주방가전,김**OO  R**(2022년형),배송부터 설치까지 아주 친절하고 꼼꼼하게 잘 해주셔서 너무 좋았어요. 어머니께 선물로 사드렸는데 용기도 넉넉하고 투명해서 안에 뭘 넣어도 금방 찾을 수 있다며 너무 좋다고 하십니다. 많이 파세요 쿠폰으로 비교적 저렴히 구매했어요,쇼핑몰
27104,가전,주방가전,김** ○○ R** (2022년형) 일반구매,디자인 아주 심플하니 깔끔하게 잘빠져서 너무 좋아요. 그리고 배송기사분이 오신다는 시간에 칼 같이 맞춰 오셔서 친절하게 설명해주시고 가셨네요. 좋습니다 최고예요^^  22년도 최신형으로 받아서 좋아요,쇼핑몰
27105,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"본 브랜드 직원분께서 직접 오셔서 설치해주시고 전에 쓰던 가전도 수거해서 가주셨어요. 너무 친절해요,
색상도 실버라 아주 고급스럽고 깔끔해서 좋아요^^ 잘쓸께요.
가격이 너무 저렴해서 놀랬어요.^^",쇼핑몰
27106,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"기사님이 오셔서 안전하게 설치해주시고 설명까지 해주셔서 좋았어요. 받아보니 디자인이 너무 예뻐서 하루종일 쳐다보네요ㅎㅎ
김치는 물론 고기와 쌀등을 보관하는데 편하고 좋네요",쇼핑몰
27108,가전,주방가전,김** ○○ R** (2022년형) 일반구매,가격대비 정말 저렴하게 잘 산것 같아 기분이 좋아요^^. 배송도 빠르게 와서 좋았답니다. 그리고 같이 구성되어있는 김치통이 생각보다 깊어서 내용물이 많이 들어가서 좋아요! 잘쓸께요^^,쇼핑몰
27109,가전,주방가전,김** ○○ R** (2022년형) 일반구매,제품 사용해 보니 가성비 대박이네요 너무 좋아요^^ 뚜껑으로 된 냉장고 쓰다가 스탠드로 넘어왔는데 너무 편해서 좋아요^^,쇼핑몰
27110,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"기사님이 친절 하게 배송해 주셔서 좋았습니다. 생각보다 디자인이 고급져 보이지 않고 싸구려처럼 보여 실망입니다. 
소비효율등급도 1등급이라 좋습니다
",쇼핑몰
27111,가전,주방가전,김** ○○ R** (2022년형) 일반구매,냉동고로도 사용 할 수 있어 편해 구매 했습니다.  가격도 저렴하게 구입 해서 더욱 만족 스럽습니다,쇼핑몰
27112,가전,주방가전,김** ○○ R** (2022년형) 일반구매,스탠드로 바꾸니 김치가 한눈에 들어와서 좋아요. 정리하기도 쉽네요^^. 작동해보니 소음도 적어서 좋네요^^,쇼핑몰
27113,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"세일 할때 저렴하게 사서 기분 좋네요. 방문해 주신 기사님도 친절 하셔서 아주 좋았습니다.
냉동실로 호환 가능한 기능이 특히 맘에 들어요",쇼핑몰
27114,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"설치 기사님이 친절하게 설치해 주셔서 좋았습니다. 집에 있는 냉장고 컬러랑  같아서 더 만족 합니다
기존제품보다 사이즈가 커서 너무 좋아요",쇼핑몰
27116,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"배송도 엄청 빠르고 기사님이 친절해서 좋았어요. 작동해보니 김치가 아주 싱싱하니 너무 좋네요. 성능 대박이예요 만족스러워요^^
소음이 거의 없어서 안심이에요",쇼핑몰
27119,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"기사님도 친절하게 설명도 꼼꼼히 해 주셔서 좋았습니다.  근데 생각보다 사이즈가 커 놀랐으나 사용해보니 만족합니다.
용량이 커서 김치는 물론 쌀과 고기까지도 보관이 가능해요
",쇼핑몰
27120,가전,주방가전,김** ○○ R** (2022년형) 일반구매,디자인 깔끔해서 너무 좋습니다.  ㅇㅇㅇ 이라서 더 만족 합니다,쇼핑몰
27121,가전,주방가전,김** ○○ R** (2022년형) 일반구매,성능도 좋아! 굿~ 디자인도 이쁘게 잘 빠진 것 같아 만족 합니다.  방문 기사님도 친절 하셔서 기분이 아주 좋았습니다,쇼핑몰
27122,가전,주방가전,김** ○○ R** (2022년형) 일반구매,색상도 너무 고급스럽고 예뻐서 좋아요. 그리고 무엇보다 바나나 감자 모드기능 진짜 최고네요! 이제 과일 남아서 썩힐일 없어서 안심이네요^^,쇼핑몰
27123,가전,주방가전,김** ○○ R** (2022년형) 일반구매,기존에 쓰던 냉장고가 오래되서 가격 저렴히 올라왔길래 구매했는데 좋아요^^ 다만 색상이 생각보다 너무 튀어서 좀 부담스럽네요ㅎㅎ,쇼핑몰
27124,가전,주방가전,김** ○○ R** (2022년형) 일반구매,디자인도 심플하니 고급스러워서 좋아요. 색깔도 실버라 훨씬 깔끔해서 너무 예뻐요. 배송기사님도 친절하시고 빨리 받아서 좋았습니다^^,쇼핑몰
27125,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"실버색이 고급스러워서 너무 마음에 들어요. 위에칸은 김치, 중간칸은 야채, 아랫칸은 곡류로 나눠서 사용하니 동선도 편하고 좋네요^^",쇼핑몰
27126,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"배송기사분이 친절하게 설명해주시고 갖다주셔서 감사했습니다^^. 시댁에 선물해 드렸는데 디자인이 고급스럽다고 너무 좋아하시네요^^
겉 표면 소재가 특이해서 그런지 물걸레질하면 떼가 금방 닦여서 편해요",쇼핑몰
27128,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"기사님께서 설치후에 기존 냉장고도 수거해주셔서 정리도 쉽게 되어 좋았어요^^. 색상이 실버라 고급스러워서 주방이 환해졌네요^^
쇼핑몰 할인행사때 저렴하게 구매했어요",쇼핑몰
27129,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"배송 빨라서 너무 좋았어요. 안전하게 잘 받았네요^^. 용량이 커서 좋습니다^^. 한가지 아쉬운 점이 어플 연동이 안되서 핸드폰으로는 사용할 수가 없어 아쉬워요,",쇼핑몰
27130,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"기사님께서 너무 친절하시고 설치도 금방해주셨어요. 기존 냉장고도 수거해 가주셔서 너무 좋았습니다^^
냉장고 안에 들어있는 용기들도 튼튼하고 투명해서 안이 다 보여서 너무 좋아요^^
용량이 크니 많은 김치통이 콱차서 보기만해도 뿌듯하네요",쇼핑몰
27131,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"엄마집에 선물을 해드렸는데 배송기사분께서 친절하게 잘 설명해주시고 설치해주셨다고 너무 좋아하시네요.
색상도 너무 고급스럽고 예쁘다고 좋아하셔서 더 기분이 좋네요^^
에너지효율 1등급으로 구매해서 너무 좋아요.",쇼핑몰
27132,가전,주방가전,김** ○○ R** (2022년형) 일반구매,저렴한 가격에 구입해서 너무 좋아요. 제품 너무 마음에 드네요. 스탠드형이라 그런가 생각한것 보다 크기가 커서 당황했네요ㅎㅎ,쇼핑몰
27133,가전,주방가전,김** ○○ R** (2022년형) 일반구매,냉장고 소음이 생각보다 작아서 좋아요! 색도 실버색이라 유행안타고 오래쓸 수 있을 것 같아요 좋아요. 싼 가격에 이렇게 좋은 제품을 사게 되서 너무 좋네요^^ 강추 강추^^,쇼핑몰
27135,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"빠른 배송에 기사님까지 친절하게 설명해주시고 가셔서 부모님께서 엄청 만족스러워하셨습니다^^ 받아보시고 디자인도 고급스럽고 깔끔하다며 너무 좋다고 하시네요^^
세일기간에 쿠폰적용해서 저렴하게 구매했네요",쇼핑몰
27137,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"기사분께서 친절하게 설명하고 설치해주셔서 좋았어요. 냉장고도 실버색상이 아주 예쁘고 고급스럽네요 만족스러워요
사이즈가 자그마한게 기존 설치장소에 잘 맞아 다행이에요",쇼핑몰
27139,가전,주방가전,김** ○○ R** (2022년형) 일반구매,할인 적립금으로 좋은 제품 싸게 잘 구매했어요^^ 가성비 값입니다. 디자인 완전 고급스럽고 깔끔해서 좋아요. 성능은 말할것도 없이 기능 모드 다 좋네요. 기사님도 친절하셔서 너무 좋았어요^^,쇼핑몰
27141,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"OOO 김치냉장고 배송 빨라서 좋아요! 설치기사분도 친절하세요~ 사용해보니 기능도 훌륭하고 아주 빵빵하니 잘 되네요 적극추천해요~
친구가 추천해준 OOO. 정말 잘 샀어요",쇼핑몰
27142,가전,주방가전,김** ○○ R** (2022년형) 일반구매,맨윗칸은 냉장 냉동 설정가능하다니 좋네요. 설치하시는 기사님들 여름에 땀 흘리시며 일하시는게 너무 안쓰럽네요. 그래두 친절하시게 잘 설치해주고 가셔서 감사합니다. 김치통을 주셔서 더 만족합니다. 역시 브랜드 이름 값 하네요.,쇼핑몰
27143,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"큰 맘 먹고 산 김치 냉장고 입니다. 근데 산지 얼마되지 않아 고장이 나니 짜증납니다. 음식도 다 상해서 버려서 서비스센터 전화했더니 
나몰라라 하니 더 열받습니다. 반품 신청한지가 언젠데 가져 가지도 않고 서비스 완전 엉망입니다.
온라인제품은 원래 이런가요?
에너지효율 1등급이라더니 의외로 전기세가 많이나와 놀랐어요.
",쇼핑몰
27144,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"갖고 싶었던 신제품을 사게되니  마음이 편안해요 ㅎ배송 기사님들 친절함에 감사합니다 이제 잘쓰긴만 하면되겠죠? ^^
설치하고 팬돌아가는 소리가 조금 거슬리기는 했지만 이제 괜찮아요.
작동법도 간단해서 다행이에요",쇼핑몰
27146,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"넉넉한 수납공간이 참 실용적 입니다.  도어는 부드럽게 착 닫히니 더욱 만족하구요~
단, 가격행사로  수시로 가격변동있는게 약간 불만입니다.",쇼핑몰
27147,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"설치도 빠르게 해주시고 기사님들 친절해서 좋습니다. 디자인도 맘에 들고, 수납공간도 많아 만족합니다.  냉장,냉동 설정도 따로 할수있어서 참 실용적이예요. 강력 추천합니다",쇼핑몰
27148,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"심플한 디자인이 가장 마음에 듭니다. 김치 말고도 온도조절이 가능해 다양하게 음식을 보관할수 있다는게 안심됩니다. 
소음이 약간 있지만 그럭 저럭 쓸만합니다. 비오는날 배송한다고 애쓰신 기사님들께 너무 죄송해요.",쇼핑몰
27149,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"가격도 할인행사로  엄~~ 청 싸게 잘 쌌어요. 주문하고 이틀만에 배송온게 대박입니다.  설치하고 보니 심플한게 주방이 세련되어 보여요.  칸칸이 온도조절 기능에 만족하고, 전기 졀약 할수 있어 더 맘에 들어요.",쇼핑몰
27151,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"어머니께 선물로 보내드렸더니 무척이나 좋아하세요. 빠른 배송에 만족하고,  배송기사님도 친절하셔서 모두 맘에 들어요.
000 신형이라 더 만족합니다. 구성품으로 김치통도 넉넉히 주시니 참 잘샀어요.
",쇼핑몰
27153,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"빠르게 배송해주셔서 감사드려요. 기사님들은 언제나 친절하셔서 너무 좋아요~~  고민끝에 주문했었는데 000브랜드라 믿고 삽니다. 
에너지 효율이 1등급이라 좋아요",쇼핑몰
27154,가전,주방가전,김** ○○ R** (2022년형) 일반구매,냉장고에 김치통까지 용기도 다양해서 좋아요. 역시 OOO 제품이 예쁘네요^^ 디자인 너무 마음에 들어요.,쇼핑몰
27155,가전,주방가전,김** ○○ R** (2022년형) 일반구매,배송 설치 날짜까지 고객한테 맞춰서 친절하게 설치해 주시고 갔네요 좋아요. 그리고 무엇보다 위에 칸을 냉동고로 사용할 수가 있어서 너무 좋네요^^많이 파세요  저렴한 가격에 구매했습니다.,쇼핑몰
27156,가전,주방가전,김** ○○ R** (2022년형) 일반구매,디자인이 엄청 깔끔해서 마음에 드네요. 냉장고 안에 내부도 넓어서 다양한 음식을 넣을수 있어서 좋습니다. 추천해요~,쇼핑몰
27157,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"친절한 기사님이 희망일자에  배송해 주셔서 대단히 만족스러웠습니다.용량이 큰 줄 알고 구입했는데 생각보다 작아 실망했습니다
다양한 기능 충분히 숙지해서 사용하면 정말 편리해요",쇼핑몰
27158,가전,주방가전,김** ○○ R** (2022년형) 일반구매,쿠폰 할인받아 저렴하게 가성비 좋은 상품 구입해서 만족합니다. 소음이 크지 않아 좋고요. 희망일자에 친절한 기사님에 배송까지 해주셔서 좋았습니다.,쇼핑몰
27159,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"할인 쿠폰으로 싸게 살 수 있어 만족하고, 배송도 빠르게 와서 좋았습니다
기능도 다양해서 정말 편하네요.",쇼핑몰
27160,가전,주방가전,김** ○○ R** (2022년형) 일반구매,"가격도 할인 혜택받아 잘 사서 좋습니다. 사이즈가 생각보다 큰것 같아서 놀랬고 약간 실망 했습니다.
",쇼핑몰
27161,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),스탠드형이라서 통을 넣고 빼기가 약간 불편할 때도 있지만 그럭저럭 괜찮은 것 같아요. 컬러감도 고급 져 좋고 성능도 아주  만족스럽습니다. 기사님이 고장난 폐가전도 수거 해  주셔서 편했습니다.,쇼핑몰
27162,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"배송 서비스도 빨라 너무나 좋았습니다. 가격도 할인 혜택받아 잘 사서 좋습니다.
믿고 구매한 ○○○. 역시나 최고네요

",쇼핑몰
27164,가전,주방가전,디** ○○ 김치톡톡 K** (2022년형),"ㅇㅇㅇ 상품 잔고장 없고 오래 사용할 수 있어 좋습니다.디자인은  깔끔하니 이뻐서 마음에 쏙 들어요
",쇼핑몰
